,date,open,high,low,close,volume,oi
0,2022-06-20 09:15:00+05:30,79.8,79.8,79.8,79.8,0,7200
1,2022-06-20 09:16:00+05:30,79.8,79.8,79.8,79.8,0,7200
2,2022-06-20 09:17:00+05:30,79.8,79.8,79.8,79.8,0,7200
3,2022-06-20 09:18:00+05:30,79.8,79.8,79.8,79.8,0,7200
4,2022-06-20 09:19:00+05:30,79.8,79.8,79.8,79.8,0,7200
5,2022-06-20 09:20:00+05:30,79.8,79.8,79.8,79.8,0,7200
6,2022-06-20 09:21:00+05:30,79.8,79.8,76.45,76.45,50,7250
7,2022-06-20 09:22:00+05:30,76.45,76.45,76.45,76.45,0,7250
8,2022-06-20 09:23:00+05:30,76.45,76.45,76.45,76.45,0,7250
9,2022-06-20 09:24:00+05:30,76.45,76.45,76.45,76.45,0,7250
10,2022-06-20 09:25:00+05:30,76.45,76.45,72.2,72.2,50,7250
11,2022-06-20 09:26:00+05:30,72.2,72.2,72.2,72.2,0,7250
12,2022-06-20 09:27:00+05:30,72.2,72.2,72.2,72.2,0,7250
13,2022-06-20 09:28:00+05:30,72.2,72.2,72.2,72.2,0,7250
14,2022-06-20 09:29:00+05:30,72.2,72.2,72.2,72.2,0,7250
15,2022-06-20 09:30:00+05:30,72.2,72.2,72.2,72.2,0,7250
16,2022-06-20 09:31:00+05:30,72.2,72.2,72.2,72.2,0,7250
17,2022-06-20 09:32:00+05:30,72.2,72.2,72.2,72.2,0,7250
18,2022-06-20 09:33:00+05:30,72.2,72.2,70.8,70.8,50,7200
19,2022-06-20 09:34:00+05:30,70.8,70.8,70.8,70.8,0,7200
20,2022-06-20 09:35:00+05:30,70.8,70.8,67.85,67.85,50,7200
21,2022-06-20 09:36:00+05:30,67.85,67.85,67.85,67.85,0,7200
22,2022-06-20 09:37:00+05:30,70.1,70.1,69.9,69.9,100,7200
23,2022-06-20 09:38:00+05:30,70.65,70.65,69.9,70.65,50,7200
24,2022-06-20 09:39:00+05:30,70.65,70.65,70.65,70.65,0,7200
25,2022-06-20 09:40:00+05:30,70.65,70.65,68.0,68.0,50,7200
26,2022-06-20 09:41:00+05:30,68.0,68.0,68.0,68.0,0,7200
27,2022-06-20 09:42:00+05:30,68.0,68.0,68.0,68.0,0,7200
28,2022-06-20 09:43:00+05:30,68.0,68.0,68.0,68.0,0,7200
29,2022-06-20 09:44:00+05:30,68.0,68.0,68.0,68.0,0,7200
30,2022-06-20 09:45:00+05:30,68.0,68.0,68.0,68.0,0,7200
31,2022-06-20 09:46:00+05:30,68.0,68.0,68.0,68.0,0,7200
32,2022-06-20 09:47:00+05:30,68.0,68.45,68.0,68.45,50,7200
33,2022-06-20 09:48:00+05:30,68.45,68.45,68.45,68.45,0,7200
34,2022-06-20 09:49:00+05:30,68.45,68.45,68.35,68.35,50,7200
35,2022-06-20 09:50:00+05:30,68.35,68.35,68.35,68.35,0,7200
36,2022-06-20 09:51:00+05:30,68.35,68.35,68.35,68.35,0,7200
37,2022-06-20 09:52:00+05:30,68.35,68.35,68.35,68.35,0,7200
38,2022-06-20 09:53:00+05:30,68.35,68.35,68.35,68.35,50,7150
39,2022-06-20 09:54:00+05:30,68.35,68.35,68.35,68.35,0,7150
40,2022-06-20 09:55:00+05:30,68.35,68.35,68.35,68.35,0,7150
41,2022-06-20 09:56:00+05:30,68.35,68.35,68.35,68.35,0,7150
42,2022-06-20 09:57:00+05:30,68.35,68.35,68.35,68.35,0,7150
43,2022-06-20 09:58:00+05:30,68.35,68.35,68.35,68.35,0,7150
44,2022-06-20 09:59:00+05:30,68.35,68.35,68.35,68.35,0,7150
45,2022-06-20 10:00:00+05:30,68.35,68.35,68.35,68.35,0,7150
46,2022-06-20 10:01:00+05:30,68.35,68.35,68.35,68.35,0,7150
47,2022-06-20 10:02:00+05:30,68.35,68.35,68.35,68.35,0,7150
48,2022-06-20 10:03:00+05:30,68.35,68.35,68.35,68.35,0,7150
49,2022-06-20 10:04:00+05:30,68.35,68.35,68.35,68.35,0,7150
50,2022-06-20 10:05:00+05:30,68.35,68.35,68.35,68.35,0,7150
51,2022-06-20 10:06:00+05:30,68.35,68.35,68.35,68.35,0,7150
52,2022-06-20 10:07:00+05:30,68.35,68.35,68.35,68.35,0,7150
53,2022-06-20 10:08:00+05:30,68.35,68.35,68.35,68.35,0,7150
54,2022-06-20 10:09:00+05:30,68.35,68.35,68.35,68.35,0,7150
55,2022-06-20 10:10:00+05:30,68.35,68.35,68.35,68.35,0,7150
56,2022-06-20 10:11:00+05:30,68.35,68.35,68.35,68.35,0,7150
57,2022-06-20 10:12:00+05:30,68.35,68.35,68.35,68.35,0,7150
