,date,open,high,low,close,volume,oi
0,2022-06-09 14:14:00+05:30,1.0,1.0,1.0,1.0,1250,0
1,2022-06-09 14:15:00+05:30,1.0,1.0,1.0,1.0,0,0
2,2022-06-09 14:16:00+05:30,1.0,1.0,1.0,1.0,0,0
3,2022-06-09 14:17:00+05:30,1.0,1.0,1.0,1.0,0,0
4,2022-06-09 14:18:00+05:30,1.0,1.0,1.0,1.0,0,0
5,2022-06-09 14:19:00+05:30,1.0,1.0,1.0,1.0,0,0
6,2022-06-09 14:21:00+05:30,1.0,1.0,1.0,1.0,0,0
7,2022-06-09 14:22:00+05:30,1.0,1.0,1.0,1.0,0,0
8,2022-06-09 14:23:00+05:30,1.0,1.0,1.0,1.0,0,0
9,2022-06-09 14:24:00+05:30,1.0,1.0,1.0,1.0,0,0
10,2022-06-09 14:25:00+05:30,1.0,1.0,1.0,1.0,0,0
11,2022-06-09 14:27:00+05:30,1.0,1.0,1.0,1.0,0,0
12,2022-06-09 14:28:00+05:30,1.0,1.0,1.0,1.0,0,0
13,2022-06-09 14:29:00+05:30,1.0,1.0,1.0,1.0,0,0
14,2022-06-09 14:32:00+05:30,1.0,1.0,1.0,1.0,0,0
15,2022-06-09 14:34:00+05:30,0.9,0.9,0.9,0.9,600,1900
16,2022-06-09 14:35:00+05:30,0.9,0.9,0.9,0.9,0,1900
17,2022-06-09 14:36:00+05:30,0.9,0.9,0.9,0.9,0,1900
18,2022-06-09 14:37:00+05:30,0.9,0.9,0.9,0.9,0,1900
19,2022-06-09 14:38:00+05:30,0.9,0.9,0.9,0.9,0,1900
20,2022-06-09 14:39:00+05:30,0.9,0.9,0.9,0.9,0,1900
21,2022-06-09 14:40:00+05:30,0.9,0.9,0.9,0.9,0,1900
22,2022-06-09 14:41:00+05:30,0.9,0.9,0.9,0.9,0,1900
23,2022-06-09 14:42:00+05:30,0.9,0.9,0.9,0.9,0,1900
24,2022-06-09 14:43:00+05:30,0.9,0.9,0.9,0.9,0,1900
25,2022-06-09 14:44:00+05:30,0.9,0.9,0.9,0.9,0,1900
26,2022-06-09 14:45:00+05:30,0.9,0.9,0.9,0.9,0,1900
27,2022-06-09 14:46:00+05:30,0.9,0.9,0.9,0.9,0,1900
28,2022-06-09 14:47:00+05:30,0.9,0.9,0.9,0.9,0,1900
29,2022-06-09 14:48:00+05:30,0.9,0.9,0.85,0.85,550,2100
30,2022-06-09 14:49:00+05:30,0.85,0.85,0.85,0.85,0,2100
31,2022-06-09 14:50:00+05:30,0.85,0.85,0.85,0.85,0,2100
32,2022-06-09 14:51:00+05:30,0.85,0.85,0.85,0.85,0,2100
33,2022-06-09 14:52:00+05:30,0.85,0.85,0.85,0.85,0,2100
34,2022-06-09 14:53:00+05:30,0.85,0.85,0.85,0.85,0,2100
35,2022-06-09 14:55:00+05:30,0.85,0.85,0.85,0.85,0,2100
36,2022-06-09 14:56:00+05:30,0.85,0.85,0.85,0.85,200,2100
37,2022-06-09 14:57:00+05:30,0.85,0.85,0.85,0.85,0,2100
38,2022-06-09 15:00:00+05:30,0.85,0.85,0.85,0.85,0,2100
39,2022-06-09 15:01:00+05:30,0.85,0.85,0.85,0.85,0,2100
40,2022-06-09 15:03:00+05:30,0.85,0.85,0.85,0.85,0,2100
41,2022-06-09 15:05:00+05:30,0.85,0.85,0.85,0.85,0,2100
42,2022-06-09 15:06:00+05:30,0.85,0.85,0.85,0.85,0,2100
43,2022-06-09 15:08:00+05:30,0.85,0.85,0.85,0.85,0,2100
44,2022-06-09 15:09:00+05:30,0.85,0.85,0.85,0.85,0,2100
45,2022-06-09 15:10:00+05:30,0.85,0.85,0.85,0.85,0,2100
46,2022-06-09 15:12:00+05:30,0.85,0.85,0.85,0.85,0,2100
47,2022-06-09 15:13:00+05:30,0.85,0.85,0.85,0.85,0,2100
48,2022-06-09 15:14:00+05:30,0.85,0.85,0.85,0.85,0,2100
49,2022-06-09 15:15:00+05:30,0.85,0.85,0.85,0.85,0,2100
50,2022-06-09 15:18:00+05:30,0.85,0.85,0.85,0.85,0,2100
51,2022-06-09 15:20:00+05:30,0.85,0.85,0.85,0.85,0,2100
52,2022-06-09 15:21:00+05:30,0.85,0.85,0.85,0.85,0,2100
53,2022-06-09 15:22:00+05:30,0.85,0.85,0.85,0.85,0,2100
54,2022-06-09 15:23:00+05:30,0.85,0.85,0.8,0.8,50,2100
55,2022-06-09 15:24:00+05:30,0.8,0.8,0.8,0.8,300,2100
56,2022-06-09 15:25:00+05:30,0.8,0.8,0.8,0.8,0,2100
57,2022-06-09 15:26:00+05:30,0.8,0.8,0.8,0.8,0,2100
58,2022-06-09 15:27:00+05:30,0.8,0.8,0.8,0.8,0,2100
59,2022-06-09 15:28:00+05:30,0.8,0.8,0.8,0.8,0,2100
60,2022-06-09 15:29:00+05:30,0.8,0.8,0.8,0.8,0,2100
61,2022-06-10 09:21:00+05:30,0.75,0.75,0.75,0.75,0,2100
62,2022-06-10 09:22:00+05:30,0.75,0.8,0.75,0.8,200,2100
63,2022-06-10 09:23:00+05:30,0.8,0.8,0.8,0.8,50,2100
64,2022-06-10 09:24:00+05:30,0.8,0.8,0.8,0.8,0,2100
65,2022-06-10 09:25:00+05:30,0.8,0.8,0.8,0.8,0,2100
66,2022-06-10 09:26:00+05:30,0.8,0.8,0.8,0.8,0,2100
67,2022-06-10 09:27:00+05:30,0.8,0.8,0.8,0.8,0,2100
68,2022-06-10 09:28:00+05:30,0.8,0.8,0.8,0.8,0,2100
69,2022-06-10 09:29:00+05:30,0.9,0.9,0.9,0.9,0,2100
70,2022-06-10 09:30:00+05:30,0.9,0.9,0.9,0.9,0,2100
71,2022-06-10 09:31:00+05:30,0.9,0.9,0.9,0.9,0,2100
72,2022-06-10 09:32:00+05:30,0.9,0.9,0.9,0.9,0,2100
73,2022-06-10 09:33:00+05:30,0.9,0.9,0.9,0.9,0,2100
74,2022-06-10 09:34:00+05:30,0.9,0.9,0.9,0.9,0,2100
75,2022-06-10 09:35:00+05:30,0.9,0.9,0.9,0.9,0,2100
76,2022-06-10 09:36:00+05:30,0.9,0.95,0.9,0.95,600,2200
77,2022-06-10 09:37:00+05:30,0.95,0.95,0.95,0.95,0,2200
78,2022-06-10 09:38:00+05:30,0.95,0.95,0.95,0.95,0,2200
79,2022-06-10 09:39:00+05:30,0.95,0.95,0.95,0.95,0,2200
80,2022-06-10 09:40:00+05:30,0.95,0.95,0.9,0.9,100,2750
81,2022-06-10 09:41:00+05:30,0.9,0.9,0.9,0.9,0,2750
82,2022-06-10 09:43:00+05:30,0.9,0.9,0.9,0.9,0,2750
83,2022-06-10 09:44:00+05:30,0.9,0.9,0.9,0.9,0,2750
84,2022-06-10 09:45:00+05:30,0.9,0.9,0.85,0.85,200,2850
85,2022-06-10 09:46:00+05:30,0.85,0.85,0.85,0.85,0,2850
86,2022-06-10 09:47:00+05:30,0.85,0.85,0.85,0.85,0,2850
87,2022-06-10 09:48:00+05:30,0.85,0.85,0.85,0.85,0,2850
88,2022-06-10 09:49:00+05:30,0.85,0.85,0.85,0.85,0,2850
89,2022-06-10 09:51:00+05:30,0.85,0.85,0.85,0.85,0,2850
90,2022-06-10 09:52:00+05:30,0.85,0.85,0.85,0.85,0,2850
91,2022-06-10 09:53:00+05:30,0.85,0.85,0.85,0.85,0,2850
92,2022-06-10 09:54:00+05:30,0.85,0.85,0.85,0.85,0,2850
93,2022-06-10 09:55:00+05:30,0.85,0.85,0.85,0.85,0,2850
94,2022-06-10 09:56:00+05:30,0.85,0.85,0.85,0.85,0,2850
95,2022-06-10 09:57:00+05:30,0.85,0.85,0.85,0.85,0,2850
96,2022-06-10 09:58:00+05:30,0.85,0.85,0.85,0.85,0,2850
97,2022-06-10 09:59:00+05:30,0.85,0.85,0.85,0.85,0,2850
98,2022-06-10 10:00:00+05:30,0.85,0.85,0.85,0.85,0,2850
99,2022-06-10 10:01:00+05:30,0.85,0.85,0.85,0.85,0,2850
100,2022-06-10 10:02:00+05:30,0.85,0.85,0.85,0.85,50,2950
101,2022-06-10 10:03:00+05:30,0.85,0.85,0.85,0.85,0,2950
102,2022-06-10 10:04:00+05:30,0.85,0.85,0.85,0.85,0,2950
103,2022-06-10 10:05:00+05:30,0.85,0.85,0.85,0.85,0,2950
104,2022-06-10 10:06:00+05:30,0.85,0.85,0.85,0.85,0,2950
105,2022-06-10 10:07:00+05:30,0.85,0.85,0.85,0.85,0,2950
106,2022-06-10 10:08:00+05:30,0.85,0.85,0.85,0.85,0,2950
107,2022-06-10 10:09:00+05:30,0.85,0.85,0.85,0.85,50,3000
108,2022-06-10 10:10:00+05:30,0.85,0.85,0.85,0.85,0,3000
109,2022-06-10 10:12:00+05:30,0.85,0.85,0.85,0.85,0,3000
110,2022-06-10 10:13:00+05:30,0.85,0.85,0.85,0.85,0,3000
111,2022-06-10 10:14:00+05:30,0.85,0.85,0.85,0.85,0,3000
112,2022-06-10 10:15:00+05:30,0.85,0.85,0.85,0.85,0,3000
113,2022-06-10 10:16:00+05:30,0.85,0.85,0.85,0.85,0,3000
114,2022-06-10 10:17:00+05:30,0.85,0.85,0.85,0.85,0,3000
115,2022-06-10 10:18:00+05:30,0.85,0.85,0.85,0.85,0,3000
116,2022-06-10 10:19:00+05:30,0.85,0.85,0.85,0.85,0,3000
117,2022-06-10 10:20:00+05:30,0.85,0.85,0.85,0.85,0,3000
118,2022-06-10 10:21:00+05:30,0.85,0.85,0.85,0.85,0,3000
119,2022-06-10 10:22:00+05:30,0.85,0.85,0.85,0.85,0,3000
120,2022-06-10 10:23:00+05:30,0.85,0.85,0.85,0.85,0,3000
121,2022-06-10 10:24:00+05:30,0.85,0.85,0.85,0.85,0,3000
122,2022-06-10 10:25:00+05:30,0.85,0.85,0.85,0.85,0,3000
123,2022-06-10 10:26:00+05:30,0.85,0.85,0.85,0.85,0,3000
