name,date,close
Nifty 50,2021-12-21 09:12:59+5:30,16773.15
Nifty 50,2021-12-21 09:13:00+5:30,16773.15
Nifty 50,2021-12-21 09:13:01+5:30,16773.15
Nifty 50,2021-12-21 09:13:02+5:30,16773.15
Nifty 50,2021-12-21 09:13:03+5:30,16773.15
Nifty 50,2021-12-21 09:13:04+5:30,16773.15
Nifty 50,2021-12-21 09:13:05+5:30,16773.15
Nifty 50,2021-12-21 09:13:06+5:30,16773.15
Nifty 50,2021-12-21 09:13:07+5:30,16773.15
Nifty 50,2021-12-21 09:13:08+5:30,16773.15
Nifty 50,2021-12-21 09:13:09+5:30,16773.15
Nifty 50,2021-12-21 09:13:10+5:30,16773.15
Nifty 50,2021-12-21 09:13:11+5:30,16773.15
Nifty 50,2021-12-21 09:13:12+5:30,16773.15
Nifty 50,2021-12-21 09:13:13+5:30,16773.15
Nifty 50,2021-12-21 09:13:14+5:30,16773.15
Nifty 50,2021-12-21 09:13:15+5:30,16773.15
Nifty 50,2021-12-21 09:13:16+5:30,16773.15
Nifty 50,2021-12-21 09:13:17+5:30,16773.15
Nifty 50,2021-12-21 09:13:18+5:30,16773.15
Nifty 50,2021-12-21 09:13:19+5:30,16773.15
Nifty 50,2021-12-21 09:13:20+5:30,16773.15
Nifty 50,2021-12-21 09:13:21+5:30,16773.15
Nifty 50,2021-12-21 09:13:22+5:30,16773.15
Nifty 50,2021-12-21 09:13:23+5:30,16773.15
Nifty 50,2021-12-21 09:13:24+5:30,16773.15
Nifty 50,2021-12-21 09:13:25+5:30,16773.15
Nifty 50,2021-12-21 09:13:26+5:30,16773.15
Nifty 50,2021-12-21 09:13:27+5:30,16773.15
Nifty 50,2021-12-21 09:13:28+5:30,16773.15
Nifty 50,2021-12-21 09:13:29+5:30,16773.15
Nifty 50,2021-12-21 09:13:30+5:30,16773.15
Nifty 50,2021-12-21 09:13:31+5:30,16773.15
Nifty 50,2021-12-21 09:13:32+5:30,16773.15
Nifty 50,2021-12-21 09:13:33+5:30,16773.15
Nifty 50,2021-12-21 09:13:34+5:30,16773.15
Nifty 50,2021-12-21 09:13:35+5:30,16773.15
Nifty 50,2021-12-21 09:13:36+5:30,16773.15
Nifty 50,2021-12-21 09:13:37+5:30,16773.15
Nifty 50,2021-12-21 09:13:38+5:30,16773.15
Nifty 50,2021-12-21 09:13:39+5:30,16773.15
Nifty 50,2021-12-21 09:13:40+5:30,16773.15
Nifty 50,2021-12-21 09:13:41+5:30,16773.15
Nifty 50,2021-12-21 09:13:42+5:30,16773.15
Nifty 50,2021-12-21 09:13:43+5:30,16773.15
Nifty 50,2021-12-21 09:13:44+5:30,16773.15
Nifty 50,2021-12-21 09:13:45+5:30,16773.15
