name,date,close
Nifty 50,2021-12-20 09:13:07+5:30,16824.25
Nifty 50,2021-12-20 09:13:08+5:30,16824.25
Nifty 50,2021-12-20 09:13:09+5:30,16824.25
Nifty 50,2021-12-20 09:13:10+5:30,16824.25
Nifty 50,2021-12-20 09:13:11+5:30,16824.25
Nifty 50,2021-12-20 09:13:12+5:30,16824.25
Nifty 50,2021-12-20 09:13:13+5:30,16824.25
Nifty 50,2021-12-20 09:13:14+5:30,16824.25
Nifty 50,2021-12-20 09:13:15+5:30,16824.25
Nifty 50,2021-12-20 09:13:16+5:30,16824.25
Nifty 50,2021-12-20 09:13:17+5:30,16824.25
Nifty 50,2021-12-20 09:13:18+5:30,16824.25
Nifty 50,2021-12-20 09:13:19+5:30,16824.25
Nifty 50,2021-12-20 09:13:20+5:30,16824.25
Nifty 50,2021-12-20 09:13:21+5:30,16824.25
Nifty 50,2021-12-20 09:13:22+5:30,16824.25
Nifty 50,2021-12-20 09:13:23+5:30,16824.25
Nifty 50,2021-12-20 09:13:24+5:30,16824.25
Nifty 50,2021-12-20 09:13:25+5:30,16824.25
Nifty 50,2021-12-20 09:13:26+5:30,16824.25
Nifty 50,2021-12-20 09:13:27+5:30,16824.25
Nifty 50,2021-12-20 09:13:28+5:30,16824.25
Nifty 50,2021-12-20 09:13:29+5:30,16824.25
Nifty 50,2021-12-20 09:13:30+5:30,16824.25
Nifty 50,2021-12-20 09:13:31+5:30,16824.25
Nifty 50,2021-12-20 09:13:32+5:30,16824.25
Nifty 50,2021-12-20 09:13:33+5:30,16824.25
Nifty 50,2021-12-20 09:13:34+5:30,16824.25
Nifty 50,2021-12-20 09:13:35+5:30,16824.25
Nifty 50,2021-12-20 09:13:36+5:30,16824.25
Nifty 50,2021-12-20 09:13:37+5:30,16824.25
Nifty 50,2021-12-20 09:13:38+5:30,16824.25
Nifty 50,2021-12-20 09:13:39+5:30,16824.25
Nifty 50,2021-12-20 09:13:40+5:30,16824.25
Nifty 50,2021-12-20 09:13:41+5:30,16824.25
Nifty 50,2021-12-20 09:13:42+5:30,16824.25
Nifty 50,2021-12-20 09:13:43+5:30,16824.25
Nifty 50,2021-12-20 09:13:44+5:30,16824.25
Nifty 50,2021-12-20 09:13:45+5:30,16824.25
Nifty 50,2021-12-20 09:13:46+5:30,16824.25
Nifty 50,2021-12-20 09:13:47+5:30,16824.25
Nifty 50,2021-12-20 09:13:48+5:30,16824.25
Nifty 50,2021-12-20 09:13:49+5:30,16824.25
Nifty 50,2021-12-20 09:13:50+5:30,16824.25
Nifty 50,2021-12-20 09:13:51+5:30,16824.25
Nifty 50,2021-12-20 09:13:52+5:30,16824.25
Nifty 50,2021-12-20 09:13:53+5:30,16824.25
Nifty 50,2021-12-20 09:13:54+5:30,16824.25
Nifty 50,2021-12-20 09:13:55+5:30,16824.25
Nifty 50,2021-12-20 09:13:56+5:30,16824.25
Nifty 50,2021-12-20 09:13:57+5:30,16824.25
Nifty 50,2021-12-20 09:13:58+5:30,16824.25
Nifty 50,2021-12-20 09:13:59+5:30,16824.25
Nifty 50,2021-12-20 09:14:00+5:30,16824.25
Nifty 50,2021-12-20 09:14:01+5:30,16824.25
Nifty 50,2021-12-20 09:14:02+5:30,16824.25
Nifty 50,2021-12-20 09:14:03+5:30,16824.25
Nifty 50,2021-12-20 09:14:04+5:30,16824.25
Nifty 50,2021-12-20 09:14:05+5:30,16824.25
Nifty 50,2021-12-20 09:14:06+5:30,16824.25
Nifty 50,2021-12-20 09:14:07+5:30,16824.25
Nifty 50,2021-12-20 09:14:08+5:30,16824.25
Nifty 50,2021-12-20 09:14:09+5:30,16824.25
Nifty 50,2021-12-20 09:14:10+5:30,16824.25
Nifty 50,2021-12-20 09:14:11+5:30,16824.25
Nifty 50,2021-12-20 09:14:12+5:30,16824.25
Nifty 50,2021-12-20 09:14:13+5:30,16824.25
Nifty 50,2021-12-20 09:14:14+5:30,16824.25
Nifty 50,2021-12-20 09:14:15+5:30,16824.25
Nifty 50,2021-12-20 09:14:16+5:30,16824.25
Nifty 50,2021-12-20 09:14:17+5:30,16824.25
Nifty 50,2021-12-20 09:14:18+5:30,16824.25
Nifty 50,2021-12-20 09:14:19+5:30,16824.25
Nifty 50,2021-12-20 09:14:20+5:30,16824.25
Nifty 50,2021-12-20 09:14:21+5:30,16824.25
Nifty 50,2021-12-20 09:14:22+5:30,16824.25
Nifty 50,2021-12-20 09:14:23+5:30,16824.25
Nifty 50,2021-12-20 09:14:24+5:30,16824.25
Nifty 50,2021-12-20 09:14:25+5:30,16824.25
Nifty 50,2021-12-20 09:14:26+5:30,16824.25
Nifty 50,2021-12-20 09:14:27+5:30,16824.25
Nifty 50,2021-12-20 09:14:28+5:30,16824.25
Nifty 50,2021-12-20 09:14:29+5:30,16824.25
Nifty 50,2021-12-20 09:14:30+5:30,16824.25
Nifty 50,2021-12-20 09:14:31+5:30,16824.25
Nifty 50,2021-12-20 09:14:32+5:30,16824.25
Nifty 50,2021-12-20 09:14:33+5:30,16824.25
Nifty 50,2021-12-20 09:14:34+5:30,16824.25
Nifty 50,2021-12-20 09:14:35+5:30,16824.25
Nifty 50,2021-12-20 09:14:36+5:30,16824.25
Nifty 50,2021-12-20 09:14:37+5:30,16824.25
Nifty 50,2021-12-20 09:14:38+5:30,16824.25
Nifty 50,2021-12-20 09:14:39+5:30,16824.25
Nifty 50,2021-12-20 09:14:40+5:30,16824.25
Nifty 50,2021-12-20 09:14:41+5:30,16824.25
Nifty 50,2021-12-20 09:14:42+5:30,16824.25
Nifty 50,2021-12-20 09:14:43+5:30,16824.25
Nifty 50,2021-12-20 09:14:44+5:30,16824.25
Nifty 50,2021-12-20 09:14:45+5:30,16824.25
Nifty 50,2021-12-20 09:14:46+5:30,16824.25
Nifty 50,2021-12-20 09:14:47+5:30,16824.25
Nifty 50,2021-12-20 09:14:48+5:30,16824.25
Nifty 50,2021-12-20 09:14:49+5:30,16824.25
Nifty 50,2021-12-20 09:14:50+5:30,16824.25
Nifty 50,2021-12-20 09:14:51+5:30,16824.25
Nifty 50,2021-12-20 09:14:52+5:30,16824.25
Nifty 50,2021-12-20 09:14:53+5:30,16824.25
Nifty 50,2021-12-20 09:14:54+5:30,16824.25
Nifty 50,2021-12-20 09:14:55+5:30,16824.25
Nifty 50,2021-12-20 09:14:56+5:30,16824.25
Nifty 50,2021-12-20 09:14:57+5:30,16824.25
Nifty 50,2021-12-20 09:14:58+5:30,16824.25
Nifty 50,2021-12-20 09:14:59+5:30,16824.25
Nifty 50,2021-12-20 09:15:00+5:30,16824.25
Nifty 50,2021-12-20 09:15:01+5:30,16828.5
Nifty 50,2021-12-20 09:15:02+5:30,16827.45
Nifty 50,2021-12-20 09:15:03+5:30,16823.25
Nifty 50,2021-12-20 09:15:04+5:30,16817.65
Nifty 50,2021-12-20 09:15:05+5:30,16811.5
Nifty 50,2021-12-20 09:15:06+5:30,16809.95
Nifty 50,2021-12-20 09:15:07+5:30,16804.85
Nifty 50,2021-12-20 09:15:08+5:30,16796.6
Nifty 50,2021-12-20 09:15:09+5:30,16796.35
Nifty 50,2021-12-20 09:15:10+5:30,16791.45
Nifty 50,2021-12-20 09:15:11+5:30,16793.6
Nifty 50,2021-12-20 09:15:12+5:30,16793.85
Nifty 50,2021-12-20 09:15:13+5:30,16793.8
Nifty 50,2021-12-20 09:15:15+5:30,16792.05
Nifty 50,2021-12-20 09:15:16+5:30,16791.1
Nifty 50,2021-12-20 09:15:17+5:30,16789.65
Nifty 50,2021-12-20 09:15:18+5:30,16786.1
Nifty 50,2021-12-20 09:15:19+5:30,16793.2
Nifty 50,2021-12-20 09:15:20+5:30,16789.25
Nifty 50,2021-12-20 09:15:21+5:30,16787.25
Nifty 50,2021-12-20 09:15:22+5:30,16777.85
Nifty 50,2021-12-20 09:15:23+5:30,16774.5
Nifty 50,2021-12-20 09:15:24+5:30,16778.05
Nifty 50,2021-12-20 09:15:25+5:30,16780.65
Nifty 50,2021-12-20 09:15:26+5:30,16779.55
Nifty 50,2021-12-20 09:15:27+5:30,16777.4
Nifty 50,2021-12-20 09:15:29+5:30,16773.8
Nifty 50,2021-12-20 09:15:30+5:30,16770.15
Nifty 50,2021-12-20 09:15:31+5:30,16769.75
Nifty 50,2021-12-20 09:15:34+5:30,16768.8
Nifty 50,2021-12-20 09:15:35+5:30,16772.6
Nifty 50,2021-12-20 09:15:36+5:30,16773.25
Nifty 50,2021-12-20 09:15:37+5:30,16775.2
Nifty 50,2021-12-20 09:15:38+5:30,16775.2
Nifty 50,2021-12-20 09:15:39+5:30,16771.35
Nifty 50,2021-12-20 09:15:40+5:30,16777.3
Nifty 50,2021-12-20 09:15:41+5:30,16778.95
Nifty 50,2021-12-20 09:15:42+5:30,16780.55
Nifty 50,2021-12-20 09:15:43+5:30,16781.55
Nifty 50,2021-12-20 09:15:44+5:30,16783.1
Nifty 50,2021-12-20 09:15:45+5:30,16780.75
Nifty 50,2021-12-20 09:15:46+5:30,16780.85
Nifty 50,2021-12-20 09:15:47+5:30,16784.35
Nifty 50,2021-12-20 09:15:48+5:30,16787.55
Nifty 50,2021-12-20 09:15:49+5:30,16786.75
Nifty 50,2021-12-20 09:15:50+5:30,16783.8
Nifty 50,2021-12-20 09:15:51+5:30,16785.7
Nifty 50,2021-12-20 09:15:52+5:30,16785.1
Nifty 50,2021-12-20 09:15:53+5:30,16786.55
Nifty 50,2021-12-20 09:15:54+5:30,16785.8
Nifty 50,2021-12-20 09:15:55+5:30,16787.0
Nifty 50,2021-12-20 09:15:56+5:30,16791.4
Nifty 50,2021-12-20 09:15:57+5:30,16792.55
Nifty 50,2021-12-20 09:15:58+5:30,16794.0
Nifty 50,2021-12-20 09:15:59+5:30,16795.35
Nifty 50,2021-12-20 09:16:00+5:30,16796.15
Nifty 50,2021-12-20 09:16:01+5:30,16796.8
Nifty 50,2021-12-20 09:16:02+5:30,16795.65
Nifty 50,2021-12-20 09:16:03+5:30,16797.15
Nifty 50,2021-12-20 09:16:04+5:30,16800.2
Nifty 50,2021-12-20 09:16:05+5:30,16799.05
Nifty 50,2021-12-20 09:16:06+5:30,16800.3
Nifty 50,2021-12-20 09:16:07+5:30,16802.8
Nifty 50,2021-12-20 09:16:08+5:30,16800.6
Nifty 50,2021-12-20 09:16:09+5:30,16801.4
Nifty 50,2021-12-20 09:16:11+5:30,16798.6
Nifty 50,2021-12-20 09:16:12+5:30,16795.55
Nifty 50,2021-12-20 09:16:13+5:30,16794.75
Nifty 50,2021-12-20 09:16:14+5:30,16792.7
Nifty 50,2021-12-20 09:16:16+5:30,16792.65
Nifty 50,2021-12-20 09:16:17+5:30,16792.45
Nifty 50,2021-12-20 09:16:18+5:30,16789.3
Nifty 50,2021-12-20 09:16:19+5:30,16786.4
Nifty 50,2021-12-20 09:16:20+5:30,16785.15
Nifty 50,2021-12-20 09:16:21+5:30,16782.55
Nifty 50,2021-12-20 09:16:22+5:30,16779.6
Nifty 50,2021-12-20 09:16:25+5:30,16776.95
Nifty 50,2021-12-20 09:16:26+5:30,16774.4
Nifty 50,2021-12-20 09:16:27+5:30,16771.5
Nifty 50,2021-12-20 09:16:28+5:30,16770.0
Nifty 50,2021-12-20 09:16:29+5:30,16769.65
Nifty 50,2021-12-20 09:16:30+5:30,16766.35
Nifty 50,2021-12-20 09:16:31+5:30,16764.75
Nifty 50,2021-12-20 09:16:32+5:30,16763.55
Nifty 50,2021-12-20 09:16:33+5:30,16762.4
Nifty 50,2021-12-20 09:16:34+5:30,16762.85
Nifty 50,2021-12-20 09:16:35+5:30,16759.5
Nifty 50,2021-12-20 09:16:37+5:30,16757.75
Nifty 50,2021-12-20 09:16:38+5:30,16759.0
Nifty 50,2021-12-20 09:16:39+5:30,16757.35
Nifty 50,2021-12-20 09:16:40+5:30,16758.65
Nifty 50,2021-12-20 09:16:41+5:30,16757.3
Nifty 50,2021-12-20 09:16:42+5:30,16760.7
Nifty 50,2021-12-20 09:16:43+5:30,16758.55
Nifty 50,2021-12-20 09:16:44+5:30,16764.1
Nifty 50,2021-12-20 09:16:45+5:30,16764.05
Nifty 50,2021-12-20 09:16:46+5:30,16765.75
Nifty 50,2021-12-20 09:16:47+5:30,16764.1
Nifty 50,2021-12-20 09:16:48+5:30,16763.25
Nifty 50,2021-12-20 09:16:49+5:30,16763.05
Nifty 50,2021-12-20 09:16:50+5:30,16767.65
Nifty 50,2021-12-20 09:16:52+5:30,16766.8
Nifty 50,2021-12-20 09:16:53+5:30,16766.65
Nifty 50,2021-12-20 09:16:54+5:30,16767.1
Nifty 50,2021-12-20 09:16:55+5:30,16765.9
Nifty 50,2021-12-20 09:16:56+5:30,16767.95
Nifty 50,2021-12-20 09:16:57+5:30,16764.7
Nifty 50,2021-12-20 09:16:58+5:30,16764.8
Nifty 50,2021-12-20 09:16:59+5:30,16765.2
Nifty 50,2021-12-20 09:17:01+5:30,16761.3
Nifty 50,2021-12-20 09:17:02+5:30,16758.45
Nifty 50,2021-12-20 09:17:03+5:30,16755.55
Nifty 50,2021-12-20 09:17:04+5:30,16758.0
Nifty 50,2021-12-20 09:17:05+5:30,16755.7
Nifty 50,2021-12-20 09:17:06+5:30,16752.45
Nifty 50,2021-12-20 09:17:07+5:30,16750.45
Nifty 50,2021-12-20 09:17:08+5:30,16748.25
Nifty 50,2021-12-20 09:17:09+5:30,16749.15
Nifty 50,2021-12-20 09:17:10+5:30,16750.15
Nifty 50,2021-12-20 09:17:11+5:30,16752.6
Nifty 50,2021-12-20 09:17:12+5:30,16751.65
Nifty 50,2021-12-20 09:17:13+5:30,16751.75
Nifty 50,2021-12-20 09:17:14+5:30,16748.5
Nifty 50,2021-12-20 09:17:15+5:30,16750.45
Nifty 50,2021-12-20 09:17:16+5:30,16746.4
Nifty 50,2021-12-20 09:17:17+5:30,16747.45
Nifty 50,2021-12-20 09:17:18+5:30,16746.85
Nifty 50,2021-12-20 09:17:19+5:30,16744.3
Nifty 50,2021-12-20 09:17:20+5:30,16745.25
Nifty 50,2021-12-20 09:17:21+5:30,16743.55
Nifty 50,2021-12-20 09:17:22+5:30,16743.0
Nifty 50,2021-12-20 09:17:23+5:30,16743.45
Nifty 50,2021-12-20 09:17:24+5:30,16743.55
Nifty 50,2021-12-20 09:17:25+5:30,16747.4
Nifty 50,2021-12-20 09:17:26+5:30,16750.25
Nifty 50,2021-12-20 09:17:27+5:30,16747.6
Nifty 50,2021-12-20 09:17:28+5:30,16753.0
Nifty 50,2021-12-20 09:17:29+5:30,16751.5
Nifty 50,2021-12-20 09:17:30+5:30,16752.8
Nifty 50,2021-12-20 09:17:31+5:30,16752.3
Nifty 50,2021-12-20 09:17:32+5:30,16755.8
Nifty 50,2021-12-20 09:17:33+5:30,16753.55
Nifty 50,2021-12-20 09:17:34+5:30,16756.95
Nifty 50,2021-12-20 09:17:35+5:30,16755.55
Nifty 50,2021-12-20 09:17:37+5:30,16755.2
Nifty 50,2021-12-20 09:17:38+5:30,16756.45
Nifty 50,2021-12-20 09:17:39+5:30,16753.95
Nifty 50,2021-12-20 09:17:40+5:30,16751.8
Nifty 50,2021-12-20 09:17:41+5:30,16750.25
Nifty 50,2021-12-20 09:17:42+5:30,16751.15
Nifty 50,2021-12-20 09:17:43+5:30,16750.7
Nifty 50,2021-12-20 09:17:44+5:30,16749.7
Nifty 50,2021-12-20 09:17:46+5:30,16747.1
Nifty 50,2021-12-20 09:17:47+5:30,16747.6
Nifty 50,2021-12-20 09:17:48+5:30,16748.0
Nifty 50,2021-12-20 09:17:49+5:30,16752.05
Nifty 50,2021-12-20 09:17:50+5:30,16749.6
Nifty 50,2021-12-20 09:17:51+5:30,16750.3
Nifty 50,2021-12-20 09:17:52+5:30,16749.3
Nifty 50,2021-12-20 09:17:53+5:30,16747.25
Nifty 50,2021-12-20 09:17:54+5:30,16747.05
Nifty 50,2021-12-20 09:17:55+5:30,16748.1
Nifty 50,2021-12-20 09:17:56+5:30,16744.65
Nifty 50,2021-12-20 09:17:57+5:30,16746.8
Nifty 50,2021-12-20 09:17:58+5:30,16745.3
Nifty 50,2021-12-20 09:17:59+5:30,16744.9
Nifty 50,2021-12-20 09:18:00+5:30,16743.15
Nifty 50,2021-12-20 09:18:01+5:30,16739.35
Nifty 50,2021-12-20 09:18:02+5:30,16737.15
Nifty 50,2021-12-20 09:18:03+5:30,16736.35
Nifty 50,2021-12-20 09:18:04+5:30,16735.2
Nifty 50,2021-12-20 09:18:05+5:30,16736.95
Nifty 50,2021-12-20 09:18:06+5:30,16740.2
Nifty 50,2021-12-20 09:18:07+5:30,16737.15
Nifty 50,2021-12-20 09:18:08+5:30,16738.55
Nifty 50,2021-12-20 09:18:09+5:30,16738.6
Nifty 50,2021-12-20 09:18:10+5:30,16738.75
Nifty 50,2021-12-20 09:18:11+5:30,16736.15
Nifty 50,2021-12-20 09:18:12+5:30,16742.1
Nifty 50,2021-12-20 09:18:13+5:30,16739.95
Nifty 50,2021-12-20 09:18:14+5:30,16737.8
Nifty 50,2021-12-20 09:18:15+5:30,16735.7
Nifty 50,2021-12-20 09:18:17+5:30,16734.0
Nifty 50,2021-12-20 09:18:18+5:30,16736.4
Nifty 50,2021-12-20 09:18:19+5:30,16737.4
Nifty 50,2021-12-20 09:18:20+5:30,16740.0
Nifty 50,2021-12-20 09:18:21+5:30,16740.5
Nifty 50,2021-12-20 09:18:22+5:30,16740.05
Nifty 50,2021-12-20 09:18:23+5:30,16740.15
Nifty 50,2021-12-20 09:18:24+5:30,16739.85
Nifty 50,2021-12-20 09:18:25+5:30,16739.75
Nifty 50,2021-12-20 09:18:26+5:30,16740.0
Nifty 50,2021-12-20 09:18:27+5:30,16734.35
Nifty 50,2021-12-20 09:18:28+5:30,16733.25
Nifty 50,2021-12-20 09:18:29+5:30,16733.0
Nifty 50,2021-12-20 09:18:30+5:30,16733.55
Nifty 50,2021-12-20 09:18:31+5:30,16730.9
Nifty 50,2021-12-20 09:18:32+5:30,16730.9
Nifty 50,2021-12-20 09:18:33+5:30,16729.5
Nifty 50,2021-12-20 09:18:34+5:30,16731.05
Nifty 50,2021-12-20 09:18:35+5:30,16730.5
Nifty 50,2021-12-20 09:18:36+5:30,16732.3
Nifty 50,2021-12-20 09:18:37+5:30,16728.4
Nifty 50,2021-12-20 09:18:38+5:30,16730.65
