,date,open,high,low,close,volume,oi
0,2022-05-30 11:14:00+05:30,43.1,43.1,43.1,43.1,0,0
1,2022-05-30 11:15:00+05:30,43.1,43.1,43.1,43.1,0,0
2,2022-05-30 11:16:00+05:30,43.1,43.1,43.1,43.1,0,0
3,2022-05-30 11:17:00+05:30,43.1,43.1,43.1,43.1,0,0
4,2022-05-30 11:18:00+05:30,43.1,43.1,43.1,43.1,0,0
5,2022-05-30 11:19:00+05:30,43.1,43.1,43.1,43.1,0,0
6,2022-05-30 11:20:00+05:30,43.1,43.1,43.1,43.1,0,0
7,2022-05-30 11:21:00+05:30,43.1,43.1,43.1,43.1,0,0
8,2022-05-30 11:22:00+05:30,43.1,43.1,43.1,43.1,0,0
9,2022-05-30 11:23:00+05:30,43.1,43.1,43.1,43.1,0,0
10,2022-05-30 11:24:00+05:30,43.1,43.1,43.1,43.1,0,0
11,2022-05-30 11:26:00+05:30,43.1,43.1,43.1,43.1,0,0
12,2022-05-30 11:27:00+05:30,43.1,43.1,43.1,43.1,0,0
13,2022-05-30 11:28:00+05:30,43.1,43.1,43.1,43.1,0,0
14,2022-05-30 11:29:00+05:30,43.1,43.1,43.1,43.1,0,0
15,2022-05-30 11:30:00+05:30,43.1,43.1,43.1,43.1,0,0
16,2022-05-30 11:31:00+05:30,43.1,43.1,43.1,43.1,0,0
17,2022-05-30 11:32:00+05:30,43.1,43.1,43.1,43.1,0,0
18,2022-05-30 11:38:00+05:30,43.1,43.1,43.1,43.1,0,0
19,2022-05-30 11:44:00+05:30,43.1,43.1,43.1,43.1,0,0
20,2022-05-30 11:51:00+05:30,43.1,43.1,43.1,43.1,0,0
21,2022-05-30 11:52:00+05:30,43.1,43.1,43.1,43.1,0,0
22,2022-05-30 11:53:00+05:30,43.1,43.1,43.1,43.1,0,0
23,2022-05-30 11:54:00+05:30,43.1,43.1,43.1,43.1,0,0
24,2022-05-30 11:55:00+05:30,43.1,43.1,43.1,43.1,0,0
25,2022-05-30 11:56:00+05:30,43.1,43.1,43.1,43.1,0,0
26,2022-05-30 11:58:00+05:30,43.1,43.1,43.1,43.1,0,0
27,2022-05-30 11:59:00+05:30,43.1,43.1,43.1,43.1,0,0
28,2022-05-30 12:00:00+05:30,43.1,43.1,43.1,43.1,0,0
29,2022-05-30 12:01:00+05:30,43.1,43.1,43.1,43.1,0,0
30,2022-05-30 12:02:00+05:30,43.1,43.1,43.1,43.1,0,0
31,2022-05-30 12:03:00+05:30,43.1,43.1,43.1,43.1,0,0
32,2022-05-30 12:06:00+05:30,43.1,43.1,43.1,43.1,0,0
33,2022-05-30 12:07:00+05:30,43.1,43.1,43.1,43.1,0,0
34,2022-05-30 12:14:00+05:30,43.1,43.1,43.1,43.1,0,0
35,2022-05-30 12:16:00+05:30,43.1,43.1,43.1,43.1,0,0
36,2022-05-30 12:17:00+05:30,43.1,43.1,43.1,43.1,0,0
37,2022-05-30 12:18:00+05:30,43.1,43.1,43.1,43.1,0,0
38,2022-05-30 12:19:00+05:30,43.1,43.1,43.1,43.1,0,0
39,2022-05-30 12:20:00+05:30,43.1,43.1,43.1,43.1,0,0
40,2022-05-30 12:21:00+05:30,43.1,43.1,43.1,43.1,0,0
41,2022-05-30 12:26:00+05:30,43.1,43.1,43.1,43.1,0,0
42,2022-05-30 12:28:00+05:30,43.1,43.1,43.1,43.1,0,0
43,2022-05-30 12:29:00+05:30,43.1,43.1,43.1,43.1,0,0
44,2022-05-30 12:32:00+05:30,43.1,43.1,43.1,43.1,0,0
45,2022-05-30 12:33:00+05:30,43.1,43.1,43.1,43.1,0,0
46,2022-05-30 12:38:00+05:30,43.1,43.1,43.1,43.1,0,0
